gene,org,cluster
1534,PAC1,GC_00000063
1534,MIT9211,GC_00000103
1534,CCMP1375,GC_00000116
1534,SS2,GC_00000275
1534,MIT9314,GC_00000308
1534,LG,GC_00000439
1534,MIT9116,GC_00000520
1534,MIT9303,GC_00000570
1534,MIT9215,GC_00000581
1534,EQPAC1,GC_00000727
1534,SB,GC_00000836
1534,MIT9302,GC_00000876
1534,MIT9311,GC_00000889
1534,MIT9312,GC_00000967
1534,MED4,GC_00000969
1534,MIT9321,GC_00000976
1534,MIT9107,GC_00000978
1534,MIT9401,GC_00001041
1534,GP2,GC_00001066
1534,MIT9201,GC_00001326
1534,MIT9322,GC_00001352
1534,MIT9301,GC_00001497
1534,AS9601,GC_00001564
1534,"NATL2A",GC_00001704
1534,MIT9313,GC_00001813
1534,SS51,GC_00002011
1534,SS35,GC_00002049
1534,"NATL1A",GC_00002289
1534,MIT9123,GC_00002807
1534,MIT9202,GC_00006739
1534,MIT9515,GC_00007129
1535,MIT9515,GC_00000001
1535,SS51,GC_00000009
1535,SS35,GC_00000071
1535,MIT9201,GC_00000112
1535,EQPAC1,GC_00000190
1535,SS2,GC_00000257
1535,GP2,GC_00000548
1535,LG,GC_00000656
1535,MIT9322,GC_00000660
1535,MIT9314,GC_00000767
1535,MIT9401,GC_00000786
1535,CCMP1375,GC_00000799
1535,MIT9321,GC_00000830
1535,MIT9107,GC_00000841
1535,MIT9313,GC_00000890
1535,MIT9302,GC_00000910
1535,MIT9116,GC_00001047
1535,MIT9312,GC_00001116
1535,AS9601,GC_00001232
1535,MIT9215,GC_00001426
1535,MIT9123,GC_00001546
1535,MIT9311,GC_00001694
1535,MIT9211,GC_00001865
1535,SB,GC_00001985
1535,"NATL2A",GC_00003540
1535,"NATL1A",GC_00003792
1535,PAC1,GC_00003826
1535,MIT9301,GC_00003916
1535,MED4,GC_00003958
1535,MIT9303,GC_00004565
1535,MIT9202,GC_00006715
1536,MIT9515,GC_00000001
1536,MIT9107,GC_00000058
1536,MIT9215,GC_00000085
1536,PAC1,GC_00000105
1536,LG,GC_00000258
1536,"NATL1A",GC_00000274
1536,SS35,GC_00000310
1536,MIT9322,GC_00000379
1536,SS2,GC_00000421
1536,MIT9201,GC_00000443
1536,GP2,GC_00000641
1536,MIT9401,GC_00000784
1536,"NATL2A",GC_00000805
1536,MIT9116,GC_00001017
1536,MED4,GC_00001026
1536,SB,GC_00001054
1536,MIT9123,GC_00001063
1536,AS9601,GC_00001095
1536,MIT9312,GC_00001099
1536,MIT9314,GC_00001104
1536,EQPAC1,GC_00001397
1536,MIT9311,GC_00001572
1536,MIT9321,GC_00001575
1536,MIT9302,GC_00001637
1536,MIT9211,GC_00002002
1536,CCMP1375,GC_00002634
1536,SS51,GC_00002637
1536,MIT9301,GC_00003681
1536,MIT9303,GC_00005050
1536,MIT9313,GC_00005103
1536,MIT9202,GC_00006022
1537,MED4,GC_00000001
1537,CCMP1375,GC_00000011
1537,SS2,GC_00000060
1537,GP2,GC_00000064
1537,EQPAC1,GC_00000078
1537,MIT9322,GC_00000172
1537,"NATL1A",GC_00000323
1537,MIT9215,GC_00000339
1537,MIT9211,GC_00000374
1537,SS51,GC_00000609
1537,LG,GC_00000616
1537,SS35,GC_00000619
1537,MIT9107,GC_00000698
1537,MIT9201,GC_00000709
1537,MIT9313,GC_00000775
1537,MIT9314,GC_00000856
1537,MIT9401,GC_00000873
1537,AS9601,GC_00000966
1537,MIT9202,GC_00001165
1537,SB,GC_00001195
1537,MIT9123,GC_00001302
1537,MIT9311,GC_00001618
1537,MIT9312,GC_00001648
1537,MIT9321,GC_00001667
1537,MIT9301,GC_00001720
1537,MIT9116,GC_00001722
1537,MIT9515,GC_00001933
1537,"NATL2A",GC_00002874
1537,PAC1,GC_00003882
1537,MIT9302,GC_00004650
1537,MIT9303,GC_00007063
1538,MED4,GC_00000001
1538,MIT9313,GC_00000111
1538,CCMP1375,GC_00000151
1538,PAC1,GC_00000159
1538,"NATL1A",GC_00000291
1538,MIT9322,GC_00000311
1538,GP2,GC_00000599
1538,MIT9107,GC_00000634
1538,SS2,GC_00000640
1538,MIT9123,GC_00000739
1538,SS35,GC_00000744
1538,MIT9215,GC_00000773
1538,EQPAC1,GC_00000777
1538,MIT9401,GC_00000808
1538,MIT9311,GC_00000887
1538,MIT9312,GC_00000914
1538,AS9601,GC_00000924
1538,MIT9202,GC_00001064
1538,MIT9314,GC_00001109
1538,MIT9201,GC_00001455
1538,MIT9301,GC_00001683
1538,MIT9321,GC_00001723
1538,MIT9116,GC_00001725
1538,SS51,GC_00001833
1538,LG,GC_00002307
1538,SB,GC_00002851
1538,MIT9515,GC_00003382
1538,"NATL2A",GC_00003491
1538,MIT9303,GC_00005043
1538,MIT9302,GC_00005702
1538,MIT9211,GC_00005910
1539,"NATL2A",GC_00000016
1539,EQPAC1,GC_00000068
1539,MIT9107,GC_00000242
1539,LG,GC_00000305
1539,MIT9401,GC_00000369
1539,CCMP1375,GC_00000387
1539,MIT9215,GC_00000408
1539,MIT9211,GC_00000462
1539,MIT9322,GC_00000538
1539,SB,GC_00000541
1539,SS51,GC_00000552
1539,MIT9313,GC_00000639
1539,MIT9314,GC_00000640
1539,GP2,GC_00000662
1539,SS35,GC_00000673
1539,MIT9201,GC_00000733
1539,MIT9123,GC_00000742
1539,MIT9321,GC_00000828
1539,MIT9311,GC_00000847
1539,AS9601,GC_00001057
1539,MIT9202,GC_00001197
1539,MIT9312,GC_00001266
1539,MIT9301,GC_00001566
1539,SS2,GC_00002080
1539,"NATL1A",GC_00003050
1539,MIT9116,GC_00003125
1539,MIT9515,GC_00003341
1539,MED4,GC_00004181
1539,MIT9303,GC_00004500
1539,MIT9302,GC_00006480
1539,PAC1,GC_00006907
1540,MIT9314,GC_00000060
1540,GP2,GC_00000132
1540,MIT9202,GC_00000219
1540,MIT9123,GC_00000376
1540,PAC1,GC_00000400
1540,SS51,GC_00000496
1540,MIT9322,GC_00000668
1540,MIT9215,GC_00000672
1540,CCMP1375,GC_00000685
1540,SB,GC_00000734
1540,MIT9311,GC_00000761
1540,MIT9401,GC_00000811
1540,MIT9107,GC_00000867
1540,EQPAC1,GC_00000878
1540,MIT9303,GC_00000899
1540,MIT9302,GC_00000984
1540,MIT9201,GC_00001076
1540,MIT9312,GC_00001390
1540,MIT9321,GC_00001566
1540,MIT9301,GC_00001667
1540,MIT9211,GC_00001859
1540,AS9601,GC_00001885
1540,MIT9515,GC_00001977
1540,LG,GC_00002225
1540,SS35,GC_00002273
1540,SS2,GC_00002566
1540,MIT9116,GC_00003141
1540,MED4,GC_00003302
1540,"NATL1A",GC_00003574
1540,"NATL2A",GC_00003669
1540,MIT9313,GC_00005120
1541,MIT9515,GC_00000001
1541,MIT9302,GC_00000044
1541,SS35,GC_00000136
1541,MIT9211,GC_00000158
1541,GP2,GC_00000188
1541,MIT9123,GC_00000244
1541,CCMP1375,GC_00000298
1541,LG,GC_00000304
1541,MIT9314,GC_00000421
1541,MIT9215,GC_00000482
1541,MIT9322,GC_00000655
1541,SS51,GC_00000677
1541,MIT9201,GC_00000710
1541,MIT9301,GC_00000830
1541,AS9601,GC_00000915
1541,MIT9401,GC_00001045
1541,SB,GC_00001077
1541,MIT9116,GC_00001096
1541,MIT9202,GC_00001111
1541,EQPAC1,GC_00001462
1541,MIT9311,GC_00001623
1541,MIT9321,GC_00001683
1541,SS2,GC_00002062
1541,MIT9107,GC_00002357
1541,MIT9312,GC_00002358
1541,MED4,GC_00003382
1541,"NATL1A",GC_00003501
1541,PAC1,GC_00003663
1541,"NATL2A",GC_00003717
1541,MIT9303,GC_00004626
1541,MIT9313,GC_00004862
1542,MIT9401,GC_00000014
1542,AS9601,GC_00000016
1542,EQPAC1,GC_00000018
1542,MIT9302,GC_00000033
1542,"NATL2A",GC_00000122
1542,GP2,GC_00000235
1542,PAC1,GC_00000249
1542,MIT9314,GC_00000257
1542,CCMP1375,GC_00000301
1542,MIT9123,GC_00000388
1542,SB,GC_00000390
1542,MIT9201,GC_00000490
1542,MIT9202,GC_00000543
1542,MIT9215,GC_00000557
1542,MIT9211,GC_00000598
1542,LG,GC_00000779
1542,MIT9515,GC_00000982
1542,MIT9116,GC_00001341
1542,MIT9322,GC_00001395
1542,MIT9311,GC_00001477
1542,MIT9312,GC_00001564
1542,MIT9321,GC_00001720
1542,SS2,GC_00002008
1542,MIT9301,GC_00002180
1542,SS35,GC_00002434
1542,SS51,GC_00002560
1542,MIT9107,GC_00003157
1542,MED4,GC_00003341
1542,"NATL1A",GC_00003854
1542,MIT9303,GC_00003977
1542,MIT9313,GC_00006899
1543,"NATL2A",GC_00000088
1543,PAC1,GC_00000104
1543,MIT9314,GC_00000275
1543,CCMP1375,GC_00000289
1543,"NATL1A",GC_00000494
1543,SB,GC_00000565
1543,MIT9211,GC_00000653
1543,MIT9123,GC_00000670
1543,MIT9116,GC_00000755
1543,SS2,GC_00000767
1543,MIT9215,GC_00000888
1543,MED4,GC_00000982
1543,MIT9202,GC_00001093
1543,MIT9322,GC_00001100
1543,EQPAC1,GC_00001144
1543,MIT9201,GC_00001198
1543,MIT9312,GC_00001232
1543,GP2,GC_00001245
1543,MIT9401,GC_00001284
1543,AS9601,GC_00001316
1543,MIT9311,GC_00001379
1543,MIT9301,GC_00001595
1543,SS35,GC_00001818
1543,LG,GC_00002023
1543,MIT9107,GC_00002352
1543,SS51,GC_00002450
1543,MIT9321,GC_00002916
1543,MIT9303,GC_00004821
1543,MIT9313,GC_00005065
1543,MIT9515,GC_00005603
1543,MIT9302,GC_00006762
1544,MIT9314,GC_00000067
1544,GP2,GC_00000072
1544,SS51,GC_00000079
1544,MIT9211,GC_00000199
1544,SS2,GC_00000308
1544,"NATL2A",GC_00000391
1544,MIT9123,GC_00000409
1544,MIT9116,GC_00000473
1544,"NATL1A",GC_00000575
1544,LG,GC_00000666
1544,CCMP1375,GC_00000686
1544,MIT9202,GC_00000796
1544,MIT9201,GC_00000872
1544,EQPAC1,GC_00000879
1544,MIT9401,GC_00001037
1544,MIT9312,GC_00001095
1544,MIT9215,GC_00001435
1544,MIT9322,GC_00001469
1544,SB,GC_00001580
1544,MIT9301,GC_00001625
1544,MED4,GC_00001633
1544,PAC1,GC_00001756
1544,MIT9107,GC_00001886
1544,MIT9311,GC_00001975
1544,MIT9515,GC_00002220
1544,SS35,GC_00002593
1544,AS9601,GC_00002996
1544,MIT9313,GC_00003078
1544,MIT9321,GC_00003226
1544,MIT9303,GC_00004593
1544,MIT9302,GC_00006716
1545,MIT9311,GC_00000001
1545,AS9601,GC_00000034
1545,EQPAC1,GC_00000037
1545,MIT9301,GC_00000040
1545,SS51,GC_00000142
1545,SS2,GC_00000211
1545,MIT9314,GC_00000229
1545,LG,GC_00000234
1545,MIT9107,GC_00000239
1545,SB,GC_00000251
1545,MIT9211,GC_00000345
1545,"NATL1A",GC_00000353
1545,MIT9116,GC_00000418
1545,"NATL2A",GC_00000479
1545,MIT9202,GC_00000537
1545,GP2,GC_00000571
1545,SS35,GC_00000606
1545,MIT9201,GC_00000791
1545,MIT9322,GC_00000882
1545,MIT9401,GC_00000893
1545,MIT9312,GC_00000966
1545,MIT9123,GC_00001293
1545,MIT9215,GC_00001456
1545,MIT9321,GC_00001497
1545,MED4,GC_00001718
1545,CCMP1375,GC_00002098
1545,PAC1,GC_00002980
1545,MIT9313,GC_00004497
1545,MIT9303,GC_00004824
1545,MIT9302,GC_00005605
1545,MIT9515,GC_00006869
1546,MIT9311,GC_00000001
1546,LG,GC_00000028
1546,MIT9211,GC_00000075
1546,SS35,GC_00000381
1546,"NATL1A",GC_00000407
1546,MIT9202,GC_00000447
1546,MIT9116,GC_00000464
1546,PAC1,GC_00000500
1546,SS2,GC_00000546
1546,MIT9215,GC_00000572
1546,EQPAC1,GC_00000623
1546,SS51,GC_00000712
1546,MIT9314,GC_00000853
1546,"NATL2A",GC_00000917
1546,MIT9312,GC_00000924
1546,AS9601,GC_00000969
1546,MIT9123,GC_00001000
1546,MIT9321,GC_00001023
1546,SB,GC_00001287
1546,MIT9107,GC_00001329
1546,MIT9322,GC_00001384
1546,GP2,GC_00001471
1546,MED4,GC_00001579
1546,MIT9515,GC_00001633
1546,MIT9201,GC_00001717
1546,MIT9301,GC_00001969
1546,MIT9401,GC_00002373
1546,MIT9313,GC_00002385
1546,CCMP1375,GC_00002538
1546,MIT9303,GC_00006593
1546,MIT9302,GC_00006645
1547,MIT9311,GC_00000004
1547,"NATL1A",GC_00000077
1547,SS51,GC_00000189
1547,SS2,GC_00000240
1547,MIT9314,GC_00000270
1547,GP2,GC_00000283
1547,PAC1,GC_00000337
1547,"NATL2A",GC_00000385
1547,MIT9211,GC_00000469
1547,MIT9303,GC_00000481
1547,CCMP1375,GC_00000625
1547,MIT9107,GC_00000644
1547,SS35,GC_00000675
1547,MIT9322,GC_00000718
1547,MIT9215,GC_00000821
1547,SB,GC_00000863
1547,MIT9116,GC_00000907
1547,AS9601,GC_00000941
1547,MIT9312,GC_00001057
1547,MIT9201,GC_00001123
1547,MIT9123,GC_00001237
1547,MIT9202,GC_00001337
1547,EQPAC1,GC_00001402
1547,MIT9321,GC_00001655
1547,MED4,GC_00001660
1547,MIT9401,GC_00001674
1547,LG,GC_00002024
1547,MIT9301,GC_00002835
1547,MIT9313,GC_00004318
1547,MIT9515,GC_00005251
1547,MIT9302,GC_00006267
1548,AS9601,GC_00000001
1548,MED4,GC_00000001
1548,MIT9311,GC_00000008
1548,GP2,GC_00000139
1548,MIT9303,GC_00000183
1548,SB,GC_00000247
1548,"NATL2A",GC_00000317
1548,EQPAC1,GC_00000411
1548,MIT9322,GC_00000457
1548,MIT9202,GC_00000514
1548,MIT9211,GC_00000587
1548,SS2,GC_00000770
1548,MIT9215,GC_00000782
1548,MIT9312,GC_00000915
1548,MIT9201,GC_00000989
1548,MIT9321,GC_00001028
1548,MIT9107,GC_00001301
1548,MIT9314,GC_00001479
1548,MIT9116,GC_00001517
1548,MIT9515,GC_00001579
1548,MIT9123,GC_00001583
1548,MIT9313,GC_00001712
1548,"NATL1A",GC_00001764
1548,LG,GC_00001796
1548,PAC1,GC_00001802
1548,SS51,GC_00001840
1548,SS35,GC_00002046
1548,MIT9301,GC_00002097
1548,CCMP1375,GC_00002134
1548,MIT9401,GC_00003116
1548,MIT9302,GC_00004286
1549,AS9601,GC_00000001
1549,MIT9312,GC_00000016
1549,PAC1,GC_00000026
1549,MIT9215,GC_00000134
1549,GP2,GC_00000167
1549,SS2,GC_00000396
1549,MIT9313,GC_00000404
1549,EQPAC1,GC_00000438
1549,MIT9314,GC_00000505
1549,MIT9202,GC_00000547
1549,MIT9211,GC_00000549
1549,MIT9322,GC_00000569
1549,MIT9123,GC_00000680
1549,MIT9116,GC_00000741
1549,SB,GC_00000751
1549,CCMP1375,GC_00000757
1549,SS51,GC_00000809
1549,MIT9107,GC_00001448
1549,MIT9401,GC_00001536
1549,MIT9311,GC_00001578
1549,MIT9321,GC_00001660
1549,MIT9515,GC_00001660
1549,MIT9201,GC_00001663
1549,"NATL2A",GC_00001841
1549,LG,GC_00002141
1549,SS35,GC_00002718
1549,"NATL1A",GC_00003695
1549,MED4,GC_00004032
1549,MIT9301,GC_00004703
1549,MIT9303,GC_00004752
1549,MIT9302,GC_00005583
1550,MIT9116,GC_00000062
1550,EQPAC1,GC_00000063
1550,SS2,GC_00000074
1550,"NATL2A",GC_00000315
1550,MIT9123,GC_00000404
1550,MIT9211,GC_00000558
1550,SS51,GC_00000591
1550,MIT9313,GC_00000680
1550,GP2,GC_00000752
1550,MIT9322,GC_00000792
1550,MIT9303,GC_00000906
1550,SB,GC_00001062
1550,MIT9314,GC_00001255
1550,MIT9312,GC_00001316
1550,MIT9202,GC_00001370
1550,MIT9107,GC_00001386
1550,MIT9215,GC_00001493
1550,MIT9311,GC_00001639
1550,MIT9515,GC_00001641
1550,MIT9321,GC_00001718
1550,PAC1,GC_00001803
1550,MED4,GC_00001880
1550,CCMP1375,GC_00001934
1550,AS9601,GC_00001977
1550,MIT9401,GC_00002119
1550,SS35,GC_00002141
1550,LG,GC_00002718
1550,"NATL1A",GC_00003887
1550,MIT9201,GC_00005141
1550,MIT9302,GC_00005720
1550,MIT9301,GC_00006348
1551,AS9601,GC_00000001
1551,MIT9312,GC_00000034
1551,MIT9211,GC_00000115
1551,"NATL2A",GC_00000138
1551,SB,GC_00000192
1551,MIT9116,GC_00000231
1551,SS2,GC_00000267
1551,PAC1,GC_00000440
1551,CCMP1375,GC_00000526
1551,SS51,GC_00000534
1551,GP2,GC_00000627
1551,MIT9215,GC_00000643
1551,MIT9303,GC_00000906
1551,MIT9123,GC_00000909
1551,MIT9401,GC_00000960
1551,MIT9321,GC_00000982
1551,MED4,GC_00001028
1551,MIT9515,GC_00001028
1551,MIT9314,GC_00001141
1551,MIT9107,GC_00001271
1551,MIT9202,GC_00001439
1551,MIT9322,GC_00001465
1551,EQPAC1,GC_00001476
1551,MIT9311,GC_00001573
1551,MIT9313,GC_00001583
1551,SS35,GC_00001796
1551,LG,GC_00002046
1551,"NATL1A",GC_00003114
1551,MIT9302,GC_00004518
1551,MIT9201,GC_00005031
1551,MIT9301,GC_00005499
1552,PAC1,GC_00000013
1552,EQPAC1,GC_00000105
1552,CCMP1375,GC_00000226
1552,MIT9211,GC_00000296
1552,SS2,GC_00000453
1552,MIT9303,GC_00000491
1552,MIT9116,GC_00000583
1552,MIT9202,GC_00000590
1552,"NATL1A",GC_00000635
1552,LG,GC_00000675
1552,SS51,GC_00000769
1552,GP2,GC_00000807
1552,MIT9401,GC_00000857
1552,MIT9312,GC_00000969
1552,MIT9311,GC_00001001
1552,MIT9314,GC_00001021
1552,MIT9123,GC_00001032
1552,MIT9107,GC_00001059
1552,SB,GC_00001108
1552,MIT9215,GC_00001216
1552,MIT9322,GC_00001280
1552,"NATL2A",GC_00001795
1552,SS35,GC_00002024
1552,MIT9321,GC_00003262
1552,MED4,GC_00004034
1552,AS9601,GC_00004572
1552,MIT9313,GC_00004739
1552,MIT9201,GC_00006158
1552,MIT9515,GC_00007030
1552,MIT9302,GC_00007079
1552,MIT9301,GC_00007375
1553,MIT9321,GC_00000001
1553,SS35,GC_00000028
1553,CCMP1375,GC_00000161
1553,MIT9314,GC_00000194
1553,PAC1,GC_00000224
1553,MIT9322,GC_00000261
1553,LG,GC_00000381
1553,MIT9211,GC_00000437
1553,MIT9202,GC_00000470
1553,"NATL2A",GC_00000593
1553,SS2,GC_00000642
1553,SB,GC_00000903
1553,MIT9312,GC_00000941
1553,AS9601,GC_00000982
1553,MIT9313,GC_00001000
1553,MIT9116,GC_00001067
1553,MIT9107,GC_00001136
1553,MIT9215,GC_00001310
1553,MIT9123,GC_00001322
1553,EQPAC1,GC_00001425
1553,GP2,GC_00001496
1553,MIT9311,GC_00001668
1553,MIT9515,GC_00001698
1553,SS51,GC_00001735
1553,"NATL1A",GC_00003758
1553,MED4,GC_00004027
1553,MIT9302,GC_00004417
1553,MIT9303,GC_00004723
1553,MIT9401,GC_00006297
1553,MIT9201,GC_00006953
1553,MIT9301,GC_00007273
1554,MIT9312,GC_00000001
1554,MIT9321,GC_00000001
1554,"NATL1A",GC_00000021
1554,SS51,GC_00000042
1554,EQPAC1,GC_00000159
1554,SS2,GC_00000208
1554,CCMP1375,GC_00000228
1554,SS35,GC_00000234
1554,MIT9202,GC_00000321
1554,PAC1,GC_00000356
1554,MIT9303,GC_00000357
1554,"NATL2A",GC_00000468
1554,MIT9211,GC_00000527
1554,LG,GC_00000606
1554,MIT9311,GC_00000609
1554,GP2,GC_00000696
1554,MIT9107,GC_00001044
1554,SB,GC_00001200
1554,MIT9123,GC_00001285
1554,MIT9215,GC_00001378
1554,MIT9314,GC_00001430
1554,MIT9322,GC_00001438
1554,MIT9116,GC_00001489
1554,AS9601,GC_00001718
1554,MED4,GC_00001874
1554,MIT9201,GC_00002826
1554,MIT9515,GC_00002966
1554,MIT9313,GC_00004941
1554,MIT9401,GC_00005461
1554,MIT9301,GC_00005644
1554,MIT9302,GC_00006223
1555,MIT9312,GC_00000001
1555,MIT9321,GC_00000001
1555,GP2,GC_00000020
1555,MIT9202,GC_00000069
1555,"NATL1A",GC_00000073
1555,"NATL2A",GC_00000225
1555,MIT9211,GC_00000250
1555,CCMP1375,GC_00000338
1555,EQPAC1,GC_00000400
1555,MIT9313,GC_00000409
1555,MIT9322,GC_00000553
1555,SS2,GC_00000629
1555,PAC1,GC_00000657
1555,SS35,GC_00000666
1555,SB,GC_00000748
1555,MIT9314,GC_00000788
1555,MIT9107,GC_00000803
1555,MIT9123,GC_00000991
1555,AS9601,GC_00001028
1555,MIT9311,GC_00001119
1555,MIT9215,GC_00001247
1555,MIT9116,GC_00001252
1555,MIT9201,GC_00002364
1555,SS51,GC_00002465
1555,LG,GC_00002593
1555,MIT9515,GC_00003429
1555,MED4,GC_00004264
1555,MIT9303,GC_00005154
1555,MIT9302,GC_00005869
1555,MIT9301,GC_00006435
1555,MIT9401,GC_00006568
1556,MIT9515,GC_00000001
1556,CCMP1375,GC_00000117
1556,MIT9322,GC_00000262
1556,"NATL2A",GC_00000333
1556,MIT9303,GC_00000429
1556,MIT9314,GC_00000477
1556,MIT9311,GC_00000552
1556,MIT9211,GC_00000612
1556,PAC1,GC_00000618
1556,MIT9313,GC_00000670
1556,MIT9202,GC_00000701
1556,SS51,GC_00000707
1556,MIT9116,GC_00000762
1556,GP2,GC_00000834
1556,MIT9123,GC_00000886
1556,MIT9321,GC_00000969
1556,EQPAC1,GC_00001254
1556,MIT9215,GC_00001481
1556,SB,GC_00001549
1556,AS9601,GC_00001655
1556,"NATL1A",GC_00001806
1556,LG,GC_00001818
1556,MIT9312,GC_00001933
1556,SS35,GC_00002023
1556,SS2,GC_00002717
1556,MIT9107,GC_00002884
1556,MED4,GC_00003274
1556,MIT9201,GC_00004670
1556,MIT9302,GC_00005825
1556,MIT9401,GC_00007157
1556,MIT9301,GC_00007290
1557,MED4,GC_00000008
1557,MIT9321,GC_00000034
1557,SS51,GC_00000137
1557,CCMP1375,GC_00000141
1557,EQPAC1,GC_00000249
1557,MIT9211,GC_00000359
1557,MIT9202,GC_00000393
1557,MIT9303,GC_00000451
1557,MIT9311,GC_00000496
1557,"NATL1A",GC_00000604
1557,"NATL2A",GC_00000717
1557,MIT9116,GC_00000759
1557,SS35,GC_00000779
1557,MIT9322,GC_00000823
1557,MIT9215,GC_00000974
1557,MIT9107,GC_00000993
1557,AS9601,GC_00001023
1557,GP2,GC_00001160
1557,MIT9314,GC_00001319
1557,SB,GC_00001428
1557,MIT9123,GC_00001446
1557,MIT9312,GC_00001977
1557,MIT9515,GC_00002109
1557,SS2,GC_00002326
1557,LG,GC_00002434
1557,MIT9201,GC_00003443
1557,PAC1,GC_00003828
1557,MIT9401,GC_00004216
1557,MIT9313,GC_00005007
1557,MIT9302,GC_00006288
1557,MIT9301,GC_00006479
1558,MIT9312,GC_00000001
1558,MED4,GC_00000004
1558,"NATL1A",GC_00000083
1558,EQPAC1,GC_00000104
1558,LG,GC_00000136
1558,MIT9211,GC_00000155
1558,MIT9123,GC_00000185
1558,SS35,GC_00000304
1558,MIT9313,GC_00000388
1558,MIT9202,GC_00000566
1558,"NATL2A",GC_00000581
1558,MIT9311,GC_00000677
1558,SB,GC_00000711
1558,SS51,GC_00000740
1558,MIT9303,GC_00000783
1558,MIT9107,GC_00000896
1558,MIT9215,GC_00001203
1558,GP2,GC_00001274
1558,MIT9321,GC_00001316
1558,MIT9322,GC_00001392
1558,MIT9116,GC_00001413
1558,AS9601,GC_00001497
1558,MIT9314,GC_00001552
1558,SS2,GC_00001783
1558,MIT9515,GC_00001916
1558,MIT9201,GC_00002821
1558,CCMP1375,GC_00003350
1558,PAC1,GC_00003810
1558,MIT9401,GC_00004062
1558,MIT9302,GC_00006163
1558,MIT9301,GC_00006849
1559,MED4,GC_00000001
1559,MIT9123,GC_00000002
1559,GP2,GC_00000006
1559,MIT9321,GC_00000016
1559,"NATL1A",GC_00000057
1559,MIT9116,GC_00000146
1559,MIT9211,GC_00000179
1559,MIT9313,GC_00000244
1559,MIT9314,GC_00000303
1559,PAC1,GC_00000324
1559,SS2,GC_00000384
1559,MIT9202,GC_00000544
1559,MIT9303,GC_00000559
1559,CCMP1375,GC_00000776
1559,MIT9322,GC_00000939
1559,MIT9312,GC_00000982
1559,SB,GC_00001061
1559,MIT9107,GC_00001088
1559,EQPAC1,GC_00001400
1559,MIT9215,GC_00001680
1559,MIT9515,GC_00001715
1559,"NATL2A",GC_00001891
1559,MIT9311,GC_00001909
1559,MIT9201,GC_00002194
1559,SS35,GC_00002225
1559,SS51,GC_00002254
1559,LG,GC_00002273
1559,MIT9301,GC_00002838
1559,AS9601,GC_00002916
1559,MIT9401,GC_00004022
1559,MIT9302,GC_00006057
1560,MED4,GC_00000001
1560,MIT9311,GC_00000001
1560,"NATL2A",GC_00000085
1560,"NATL1A",GC_00000098
1560,MIT9211,GC_00000129
1560,SS35,GC_00000305
1560,MIT9313,GC_00000376
1560,MIT9215,GC_00000424
1560,MIT9314,GC_00000454
1560,GP2,GC_00000611
1560,SS2,GC_00000652
1560,LG,GC_00000673
1560,MIT9322,GC_00000720
1560,MIT9301,GC_00000781
1560,MIT9321,GC_00000915
1560,MIT9201,GC_00000932
1560,MIT9116,GC_00001161
1560,MIT9123,GC_00001279
1560,MIT9202,GC_00001325
1560,EQPAC1,GC_00001357
1560,MIT9107,GC_00001419
1560,SB,GC_00001610
1560,MIT9312,GC_00001718
1560,AS9601,GC_00001720
1560,PAC1,GC_00001748
1560,MIT9515,GC_00001923
1560,SS51,GC_00002316
1560,CCMP1375,GC_00002494
1560,MIT9401,GC_00003222
1560,MIT9303,GC_00004333
1560,MIT9302,GC_00007161
1561,MED4,GC_00000001
1561,SS51,GC_00000299
1561,MIT9303,GC_00000329
1561,"NATL2A",GC_00000339
1561,SS2,GC_00000419
1561,MIT9314,GC_00000498
1561,EQPAC1,GC_00000500
1561,MIT9202,GC_00000509
1561,MIT9116,GC_00000516
1561,MIT9211,GC_00000603
1561,MIT9313,GC_00000742
1561,LG,GC_00000744
1561,MIT9123,GC_00000860
1561,MIT9301,GC_00000918
1561,MIT9321,GC_00001057
1561,MIT9322,GC_00001120
1561,MIT9515,GC_00001124
1561,MIT9401,GC_00001172
1561,MIT9107,GC_00001298
1561,SB,GC_00001334
1561,MIT9215,GC_00001351
1561,GP2,GC_00001507
1561,MIT9311,GC_00001581
1561,MIT9312,GC_00001660
1561,MIT9201,GC_00001685
1561,SS35,GC_00002307
1561,CCMP1375,GC_00002638
1561,"NATL1A",GC_00003554
1561,PAC1,GC_00003569
1561,AS9601,GC_00004323
1561,MIT9302,GC_00006721
1562,MIT9201,GC_00000008
1562,MIT9211,GC_00000162
1562,SS2,GC_00000212
1562,GP2,GC_00000221
1562,MIT9314,GC_00000335
1562,EQPAC1,GC_00000337
1562,MIT9322,GC_00000380
1562,"NATL1A",GC_00000550
1562,SS35,GC_00000616
1562,LG,GC_00000619
1562,MIT9313,GC_00000739
1562,PAC1,GC_00000747
1562,"NATL2A",GC_00000773
1562,SS51,GC_00000845
1562,MIT9321,GC_00000924
1562,MIT9123,GC_00001011
1562,MIT9116,GC_00001069
1562,MIT9311,GC_00001179
1562,MIT9202,GC_00001210
1562,MIT9107,GC_00001211
1562,MIT9215,GC_00001359
1562,MIT9301,GC_00001501
1562,SB,GC_00001511
1562,AS9601,GC_00001683
1562,MIT9303,GC_00001745
1562,MIT9515,GC_00001871
1562,MIT9401,GC_00001928
1562,CCMP1375,GC_00002117
1562,MIT9312,GC_00003371
1562,MED4,GC_00004922
1562,MIT9302,GC_00006355
