V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30351.peg.314	UniRef90_A0A1X1VY81	67.568	37	12	0	1	37	22	58	0.009	39.7	Cluster: PE domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium gastri	81	0.9
fig|1773.30351.peg.314	UniRef90_A0A1V3XDI9	66.667	33	11	0	5	37	5	37	0.067	37	Cluster: PE family protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium kansasii	71	0.9
fig|1773.30351.peg.314	UniRef90_A0A9N7LMK9	56.757	37	16	0	1	37	1	37	1.1	35	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium pseudoshottsii; Mycobacterium	125	0.9
fig|1773.30351.peg.314	UniRef90_R4MNK6	68	25	8	0	13	37	13	37	1.3	33.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis	64	0.9
fig|1773.30351.peg.314	UniRef90_A0A0T9CAE4	59.459	37	15	0	1	37	15	51	1.7	33.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	3	Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	68	0.9
fig|1773.30351.peg.3221	UniRef90_A0A109SZM9	100	92	0	0	1	92	20	111	1.21e-52	169	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis	111	0.9
fig|1773.30351.peg.3221	UniRef90_UPI00045A3C3C	100	92	0	0	1	92	77	168	7.38e-52	169	Cluster: hypothetical protein	UniParc	6	Mycobacterium tuberculosis	168	0.9
fig|1773.30351.peg.3221	UniRef90_UPI00045A3C3C	97.436	78	2	0	1	78	20	97	9.35e-37	130	Cluster: hypothetical protein	UniParc	6	Mycobacterium tuberculosis	168	0.9
fig|1773.30351.peg.3221	UniRef90_UPI00045A3C3C	96.154	78	3	0	1	78	1	78	1.72e-36	130	Cluster: hypothetical protein	UniParc	6	Mycobacterium tuberculosis	168	0.9
fig|1773.30351.peg.3221	UniRef90_A0A1R3Y2M2	98.63	73	1	0	20	92	1	73	2.88e-40	136	Cluster: Mycobacterium bovis AF2122/97 genome assembly, chromosome: Mycobacterium_bovis_AF212297	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis	73	0.9
fig|1773.30351.peg.3221	UniRef90_UPI0015605244	51.899	79	38	0	1	79	4	82	5.78e-9	58.2	Cluster: hypothetical protein	UniParc	1	Mycobacterium asiaticum	100	0.9
fig|1773.30351.peg.3221	UniRef90_UPI0015605244	56.452	62	27	0	2	63	24	85	1.08e-5	49.7	Cluster: hypothetical protein	UniParc	1	Mycobacterium asiaticum	100	0.9
fig|1773.30351.peg.3221	UniRef90_UPI001485EC2A	34.667	75	49	0	2	76	121	195	7.21e-8	58.5	Cluster: exocyst complex component 3	UniParc	1	Cyclopterus lumpus	724	0.9
fig|1773.30351.peg.3221	UniRef90_UPI001485EC2A	37.838	74	43	1	1	71	139	212	1.41e-7	57.8	Cluster: exocyst complex component 3	UniParc	1	Cyclopterus lumpus	724	0.9
fig|1773.30351.peg.3221	UniRef90_UPI001485EC2A	34.211	76	50	0	1	76	82	157	1.57e-7	57.4	Cluster: exocyst complex component 3	UniParc	1	Cyclopterus lumpus	724	0.9
fig|1773.30351.peg.3221	UniRef90_UPI001485EC2A	35.526	76	49	0	1	76	101	176	1.77e-7	57.4	Cluster: exocyst complex component 3	UniParc	1	Cyclopterus lumpus	724	0.9
fig|1773.30351.peg.3221	UniRef90_UPI001485EC2A	33.333	63	42	0	14	76	76	138	0.001	46.6	Cluster: exocyst complex component 3	UniParc	1	Cyclopterus lumpus	724	0.9
fig|1773.30351.peg.3301	UniRef90_A0A9Q6PM79	99.539	434	2	0	1	434	1	434	0	813	Cluster: PPE domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	31	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex; Mycobacterium canettii	434	0.9
fig|1773.30351.peg.3301	UniRef90_P9WHY8	99.539	434	2	0	1	434	1	434	0	813	Cluster: Uncharacterized PPE family protein PPE46	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	106	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis EAI5	434	0.9
fig|1773.30351.peg.3301	UniRef90_UPI00045A257C	99.539	434	2	0	1	434	1	434	0	812	Cluster: PPE family protein	UniParc	2	Mycobacterium tuberculosis	434	0.9
fig|1773.30351.peg.3301	UniRef90_UPI000A34860B	99.309	434	3	0	1	434	1	434	0	812	Cluster: PPE family protein	UniParc	1	Mycobacterium tuberculosis	434	0.9
fig|1773.30351.peg.3301	UniRef90_UPI001C64CD89	99.309	434	3	0	1	434	1	434	0	811	Cluster: PPE family protein	UniParc	1	Mycobacterium tuberculosis	434	0.9
fig|1773.30351.peg.3376	UniRef90_R4LZ36	99.701	334	1	0	1	334	1	334	0	646	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	73	Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015	334	0.9
fig|1773.30351.peg.3376	UniRef90_A0A109S9P5	100	310	0	0	1	310	1	310	0	607	Cluster: Oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	11	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis	649	0.9
fig|1773.30351.peg.3376	UniRef90_A0A498PSE6	78.233	317	69	0	3	319	5	321	2.24e-171	488	Cluster: Coenzyme F420-dependent oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	11	Mycobacterium attenuatum; Mycobacterium kansasii ATCC 12478; Mycobacterium kansasii; Mycobacterium kansasii 662	333	0.9
fig|1773.30351.peg.3376	UniRef90_A0A1X2M243	84.277	318	50	0	1	318	1	318	8.64e-170	484	Cluster: LLM class F420-dependent oxidoreductase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	324	0.9
fig|1773.30351.peg.3376	UniRef90_A0A1A2CLV7	78.616	318	66	1	1	318	1	316	9.99e-166	473	Cluster: LLM class F420-dependent oxidoreductase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium sp. 852002-51163_SCH5372311	322	0.9
fig|1773.30351.peg.3406	UniRef90_R4MI30	100	50	0	0	1	50	28	77	1.92e-27	102	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL)	6	Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	77	0.9
fig|1773.30351.peg.3406	UniRef90_A0A4R4XNP2	79.487	39	8	0	12	50	82	120	4.31e-12	65.1	Cluster: IS200/IS605 family transposase	UniProtKB Unreviewed (TrEMBL); UniParc	9	Saccharopolyspora elongata; Actinopolyspora righensis; Saccharopolyspora sp. ASAGF58; Saccharopolyspora spinosa; Saccharopolyspora shandongensis	132	0.9
fig|1773.30351.peg.3406	UniRef90_H3K8Y0	69.231	39	12	0	12	50	80	118	1.27e-11	63.9	Cluster: Transposase IS200-like domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	97	Megamonas funiformis YIT 11815; Megamonas hypermegale; Megamonas rupellensis; Megamonas sp. Calf98-2; Megamonas; Megamonas funiformis; Bacillota	131	0.9
fig|1773.30351.peg.3406	UniRef90_A0A498QAF4	76.923	39	9	0	12	50	82	120	1.94e-11	63.5	Cluster: Transposase IS200-like domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	36	Mycobacterium innocens; Mycolicibacterium chitae (Mycobacterium chitae); Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 /KCTC 9966 / NRRL B-24157 / PYR-1); Mycobacterium sp. 1164966.3; Mycobacterium intracellulare subsp. chimaera; Mycobacterium riyadhense; Mycolicibacterium sp. CBMA 213; Mycobacterium sp; Actinomycetota bacterium; Mycolicibacterium sp. CBMA 360	132	0.9
fig|1773.30351.peg.3406	UniRef90_UPI0009B7034E	76.923	39	9	0	12	50	82	120	2.12e-11	63.5	Cluster: IS200/IS605 family transposase	UniParc	1	Mycobacterium canettii	132	0.9
fig|1773.30351.peg.3477	UniRef90_UPI001F3D7197	99.66	294	1	0	1	294	92	385	0	602	Cluster: IS3 family transposase	UniParc	1	Mycobacterium tuberculosis	385	0.9
fig|1773.30351.peg.3477	UniRef90_A0A0H4B978	99.32	294	2	0	1	294	35	328	0	598	Cluster: Transposase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	32	Mycobacterium tuberculosis	328	0.9
fig|1773.30351.peg.3477	UniRef90_UPI0009B9197F	99.32	294	2	0	1	294	3	296	0	598	Cluster: IS3-like element IS987 family transposase	UniParc	2	Mycobacterium tuberculosis	296	0.9
fig|1773.30351.peg.3477	UniRef90_A5U601	98.98	294	3	0	1	294	1	294	0	598	Cluster: IS6110 transposase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis	294	0.9
fig|1773.30351.peg.3477	UniRef90_A0A120J3H3	99.656	291	1	0	4	294	2	292	0	595	Cluster: Integrase catalytic domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis	292	0.9
fig|1773.30351.peg.3482	UniRef90_P59801	100	108	0	0	1	108	1	108	1.27e-70	215	Cluster: Insertion element IS6110 uncharacterized 12.0 kDa protein	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	49	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant microti; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis str. Haarlem/NITR202	108	0.9
fig|1773.30351.peg.3482	UniRef90_UPI0004598EE0	100	104	0	0	1	104	1	104	7.67e-67	206	Cluster: transposase	UniParc	3	Mycobacterium tuberculosis	136	0.9
fig|1773.30351.peg.3482	UniRef90_A0A1A3PXZ5	89.815	108	11	0	1	108	1	108	7.44e-63	195	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium sp. 1245111.1; Mycobacterium tuberculosis	108	0.9
fig|1773.30351.peg.3482	UniRef90_A0A1E3S2W7	92.233	103	8	0	1	103	1	103	1.98e-59	187	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	2	Mycobacterium intermedium	126	0.9
fig|1773.30351.peg.3482	UniRef90_V7MV11	85.849	106	15	0	1	106	1	106	4.94e-59	186	Cluster: Transposase IS3	UniProtKB Unreviewed (TrEMBL)	4	Mycobacterium avium subsp. hominissuis 10-5606; Mycobacterium avium subsp. hominissuis; Mycobacterium avium 05-4293; Mycobacterium bouchedurhonense	108	0.9
fig|1773.30351.peg.3537	UniRef90_P9WNE8	100	380	0	0	1	380	1	380	0	771	Cluster: NADPH oxidoreductase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	105	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant africanum; Mycobacterium tuberculosis T46	380	0.9
fig|1773.30351.peg.3537	UniRef90_A0A1X2EK70	86.316	380	52	0	1	380	1	380	0	689	Cluster: Stearoyl-CoA 9-desaturase	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium szulgai; Mycobacterium angelicum	380	0.9
fig|1773.30351.peg.3537	UniRef90_A0A3S4FP98	86.753	385	46	1	1	380	1	385	0	685	Cluster: Stearoyl-CoA 9-desaturase electron transfer partner	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	385	0.9
fig|1773.30351.peg.3537	UniRef90_A0A498QK51	85.564	381	54	1	1	380	1	381	0	679	Cluster: NADPH oxidoreductase	UniProtKB Unreviewed (TrEMBL); UniParc	15	Mycobacterium pseudokansasii; Mycobacterium kansasii; Mycobacterium kansasii 824; Mycobacterium kansasii ATCC 12478; Mycobacterium kansasii 662; Mycobacterium innocens; Mycobacterium ostraviense; Mycobacterium persicum; Mycobacterium gastri; Mycobacterium attenuatum	381	0.9
fig|1773.30351.peg.3537	UniRef90_UPI0021B19EEC	84.856	383	55	1	1	380	1	383	0	676	Cluster: ferredoxin reductase	UniParc	1	Mycobacterium sp. SMC-2	383	0.9
fig|1773.30351.peg.3549	UniRef90_A0A0H3LL86	97.368	38	1	0	1	38	1	38	8.09e-18	76.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	38	0.9
fig|1773.30351.peg.3549	UniRef90_A0A0U0QUT1	100	38	0	0	1	38	193	230	1.51e-16	78.2	Cluster: Putative amidophosphoribosyltransferase	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	230	0.9
fig|1773.30351.peg.3549	UniRef90_A0A1V5J6U0	52	25	12	0	1	25	4	28	1.3	33.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Deltaproteobacteria bacterium ADurb.BinA014	49	0.9
fig|1773.30351.peg.3635	UniRef90_A0A045IBK3	100	221	0	0	1	221	1	221	1.1e-161	454	Cluster: MOAD-MOAE fusion protein MOAX	UniProtKB Unreviewed (TrEMBL); UniParc	56	Mycobacterium tuberculosis; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015	221	0.9
fig|1773.30351.peg.3635	UniRef90_UPI00045B701D	99.065	214	2	0	8	221	5	218	1.25e-154	436	Cluster: molybdopterin converting factor subunit 1	UniParc	3	Mycobacterium tuberculosis	218	0.9
fig|1773.30351.peg.3635	UniRef90_A0A9P2HBE3	99.457	184	1	0	38	221	1	184	1.79e-132	379	Cluster: MoaD-moaE fusion protein moaX	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis	184	0.9
fig|1773.30351.peg.3635	UniRef90_A0A3S4BLB7	63.801	221	79	1	2	221	3	223	3.42e-98	294	Cluster: Molybdopterin synthase catalytic subunit 1	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	223	0.9
fig|1773.30351.peg.3635	UniRef90_A0A3S4BBA5	64.253	221	78	1	2	221	4	224	7.02e-92	278	Cluster: Molybdopterin synthase catalytic subunit 1	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	224	0.9
fig|1773.30351.peg.3636	UniRef90_P65393	99.435	177	1	0	1	177	1	177	1.72e-121	349	Cluster: Cyclic pyranopterin monophosphate synthase 3	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	80	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant africanum K85; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG	177	0.9
fig|1773.30351.peg.3636	UniRef90_A0A3S4DQ89	75.155	161	40	0	1	161	1	161	4.68e-71	221	Cluster: Cyclic pyranopterin monophosphate synthase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	162	0.9
fig|1773.30351.peg.3636	UniRef90_A0A3S5D033	76.129	155	37	0	6	160	5	159	2.05e-70	219	Cluster: Cyclic pyranopterin monophosphate synthase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium basiliense	165	0.9
fig|1773.30351.peg.3636	UniRef90_A0A4V2S847	71.895	153	43	0	8	160	4	156	8.93e-68	212	Cluster: Cyclic pyranopterin monophosphate synthase	UniProtKB Unreviewed (TrEMBL)	1	Actinocrispum wychmicini	157	0.9
fig|1773.30351.peg.3636	UniRef90_UPI001AE8CE78	69.935	153	46	0	8	160	3	155	9.19e-67	210	Cluster: cyclic pyranopterin monophosphate synthase MoaC	UniParc	1	Kibdelosporangium banguiense	158	0.9
fig|1773.30351.peg.3660	UniRef90_UPI0005E5A3E2	98.824	85	1	0	1	85	1	85	2.37e-49	159	Cluster: DUF3017 domain-containing protein	UniParc	9	Mycobacterium tuberculosis	85	0.9
fig|1773.30351.peg.3660	UniRef90_A0A0H3LFL6	98.795	83	1	0	3	85	1	83	5.58e-48	155	Cluster: DUF3017 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	62	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83	0.9
fig|1773.30351.peg.3660	UniRef90_A0A0H3LEF2	84.211	95	3	1	3	85	1	95	2.15e-43	144	Cluster: DUF3017 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	77	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium bovis (strain BCG / Pasteur 1173P2)	95	0.9
fig|1773.30351.peg.3660	UniRef90_UPI0010091530	75.455	110	2	2	1	85	1	110	1.34e-41	140	Cluster: DUF3017 domain-containing protein	UniParc	6	Mycobacterium tuberculosis; Mycobacterium canettii; Streptococcus pneumoniae	110	0.9
fig|1773.30351.peg.3660	UniRef90_A0A1A2GGR1	76.042	96	7	2	1	84	1	92	1.66e-36	127	Cluster: DUF3017 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	6	Mycobacterium sp. 852002-51057_SCH5723018; Mycobacterium palustre; Mycobacterium sp. E787; Mycobacterium interjectum; Mycobacterium paraense	93	0.9
fig|1773.30351.peg.3663	UniRef90_G0TL23	98.16	163	3	0	1	163	1	163	2.82e-110	319	Cluster: Putative transposase	UniProtKB Unreviewed (TrEMBL); UniParc	141	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant africanum; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	163	0.9
fig|1773.30351.peg.3663	UniRef90_A0A8I0JY73	97.973	148	3	0	16	163	1	148	3.9e-99	291	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Mycobacterium canettii; Mycobacterium tuberculosis	148	0.9
fig|1773.30351.peg.3663	UniRef90_UPI0008A87397	99.32	147	1	0	1	147	1	147	4.23e-99	291	Cluster: transposase	UniParc	2	Mycobacterium tuberculosis	166	0.9
fig|1773.30351.peg.3663	UniRef90_UPI00045AEA30	99.219	128	1	0	36	163	1	128	5.25e-85	254	Cluster: transposase	UniParc	2	Mycobacterium tuberculosis	128	0.9
fig|1773.30351.peg.3663	UniRef90_A0A7I7SII2	82.609	161	28	0	3	163	10	170	2.02e-84	259	Cluster: Transposase IS110-like N-terminal domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycolicibacillus koreensis	305	0.9
fig|1773.30351.peg.3664	UniRef90_A5U822	99.593	246	1	0	1	246	1	246	2.07e-176	493	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	39	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis; Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis T46	246	0.9
fig|1773.30351.peg.3664	UniRef90_A0A0H3LEH2	100	246	0	0	1	246	69	314	1.24e-175	494	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis; Mycobacterium tuberculosis EAI5; Mycobacterium canettii	314	0.9
fig|1773.30351.peg.3664	UniRef90_UPI001F226581	99.174	242	2	0	1	242	1	242	2.99e-171	482	Cluster: transposase	UniParc	20	Mycobacterium tuberculosis	296	0.9
fig|1773.30351.peg.3664	UniRef90_UPI0002ECB322	99.145	234	2	0	1	234	1	234	2.76e-166	471	Cluster: transposase	UniParc	21	Mycobacterium tuberculosis	330	0.9
fig|1773.30351.peg.3664	UniRef90_UPI00207BD29C	100	224	0	0	1	224	27	250	5.79e-159	449	Cluster: transposase	UniParc	3	Mycobacterium tuberculosis	250	0.9
fig|1773.30351.peg.3665	UniRef90_UPI0005E148E3	100	78	0	0	1	78	51	128	9.79e-50	161	Cluster: transposase family protein	UniParc	2	Mycobacterium tuberculosis	128	0.9
fig|1773.30351.peg.3665	UniRef90_A0A0K2I155	97.436	78	2	0	1	78	1	78	1.35e-48	157	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	27	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium orygis 112400015; Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis str. Haarlem/NITR202; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis EAI5; Mycobacterium canettii	78	0.9
fig|1773.30351.peg.3665	UniRef90_UPI0023E01C2D	69.863	73	22	0	1	73	41	113	1.11e-30	113	Cluster: transposase family protein	UniParc	1	Mycolicibacterium doricum	119	0.9
fig|1773.30351.peg.3665	UniRef90_UPI001EF83D6C	69.863	73	22	0	1	73	38	110	1.07e-29	112	Cluster: helix-turn-helix domain-containing protein	UniParc	1	Mycolicibacterium tusciae	160	0.9
fig|1773.30351.peg.3665	UniRef90_UPI0005E06044	96.364	55	2	0	24	78	74	128	2.89e-29	110	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	128	0.9
fig|1773.30351.peg.3666	UniRef90_A0A806JX65	99.596	3716	15	0	56	3771	1	3716	0	6827	Cluster: PPE domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	622	Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium orygis 112400015; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis variant africanum; Mycobacterium orygis	3716	0.9
fig|1773.30351.peg.3666	UniRef90_A5U823	99.619	3674	14	0	98	3771	1	3674	0	6756	Cluster: PPE family protein	UniProtKB Unreviewed (TrEMBL); UniParc	170	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis; Mycobacterium mungi	3674	0.9
fig|1773.30351.peg.3666	UniRef90_UPI00070E0AA9	98.524	3727	14	2	86	3771	1	3727	0	6754	Cluster: PPE domain-containing protein	UniParc	16	Mycobacterium tuberculosis	3727	0.9
fig|1773.30351.peg.3666	UniRef90_A0A7I7MRV1	97.233	3722	98	1	55	3771	1	3722	0	6670	Cluster: PPE family protein PPE56	UniProtKB Unreviewed (TrEMBL); UniParc	276	Mycobacterium shinjukuense; Mycobacterium tuberculosis; Serratia marcescens	3722	0.9
fig|1773.30351.peg.3666	UniRef90_UPI001F43C96A	98.402	3566	27	3	206	3771	648	4183	0	6433	Cluster: PPE domain-containing protein	UniParc	12	Mycobacterium tuberculosis	4183	0.9
fig|1773.30351.peg.3666	UniRef90_UPI001F43C96A	55.217	3738	1382	60	182	3765	1	3600	0	2947	Cluster: PPE domain-containing protein	UniParc	12	Mycobacterium tuberculosis	4183	0.9
fig|1773.30351.peg.3666	UniRef90_UPI001F43C96A	52.852	1911	771	36	131	1978	2338	4181	0	1430	Cluster: PPE domain-containing protein	UniParc	12	Mycobacterium tuberculosis	4183	0.9
fig|1773.30351.peg.3666	UniRef90_UPI001F43C96A	48.631	1351	545	27	100	1411	2940	4180	0	870	Cluster: PPE domain-containing protein	UniParc	12	Mycobacterium tuberculosis	4183	0.9
fig|1773.30351.peg.3666	UniRef90_UPI001F43C96A	50.495	606	235	13	3178	3770	51	604	7.63e-118	434	Cluster: PPE domain-containing protein	UniParc	12	Mycobacterium tuberculosis	4183	0.9
